decision_id,decision,review_text
36DYBqv254OP,rejected,Awful
57NMFhb942ZM,rejected,It was a waste of time
85FJZlt384FE,accepted,It is well worth reading
76ZLKzj587MQ,accepted,I was blown away by this paper
34NUZcl536PJ,accepted,Perfection
07QXFoq571EG,accepted,I recommend reading it
73LQPhx292XM,accepted,It is well worth reading
92VCLsk917QO,accepted,I recommend reading it
93OWYhj650LS,accepted,Perfection
02MQEax340ZZ,rejected,It was a waste of time
90SXKzt567FW,accepted,I was blown away by this paper
97VMTjj834YN,accepted,A brilliantly researched piece of work
35YXJvl197LW,rejected,I did not like it
84QSJcq706ZN,accepted,I recommend reading it
26YNWjl941FD,rejected,I did not like it
22TJTzk010EZ,accepted,I was blown away by this paper
24PHIgy877NO,rejected,"The topic is dealt with superficially, I was expecting something more"
71CEGfn690HX,rejected,"The topic is dealt with superficially, I was expecting something more"
71VJCqx554TX,rejected,Awful
66MVVli584UW,accepted,A brilliantly researched piece of work
59JLDkd059QH,accepted,I recommend reading it
62SVIko472MD,accepted,Perfection
37TSHxf824JP,rejected,It was a waste of time
50LFNbk021MI,accepted,It is well worth reading
80WLTjy386DV,rejected,"The topic is dealt with superficially, I was expecting something more"
40ARXkb937VJ,accepted,I was blown away by this paper
46GJEal374TE,accepted,It is well worth reading
44ZWIek281GB,rejected,"The topic is dealt with superficially, I was expecting something more"
05QOXpq977TZ,accepted,I recommend reading it
15ZRJlz305VD,accepted,It is well worth reading
52CWOzk738IX,accepted,It is well worth reading
94FWDdp526SC,accepted,A brilliantly researched piece of work
49PPMcd231DH,rejected,Awful
81FKHzp273XV,accepted,A brilliantly researched piece of work
03IWAgm416FQ,rejected,It was a waste of time
20JJIrf804FP,accepted,A brilliantly researched piece of work
81BHTeh078JW,accepted,I recommend reading it
54MMDwq764WJ,accepted,Perfection
92RHSql535OR,accepted,Perfection
51DTWcz151WW,accepted,I recommend reading it
64ZKYpx085WM,accepted,I recommend reading it
11BRBiz816RI,rejected,"The topic is dealt with superficially, I was expecting something more"
21CRNla149YS,accepted,I recommend reading it
79ETYny388CM,accepted,It is well worth reading
48JHKuv497WT,accepted,It is well worth reading
68INLow889IT,accepted,I was blown away by this paper
75JIFhs690YK,accepted,It is well worth reading
20QJKqp072QN,rejected,I did not like it
28RPRsn325VK,accepted,It is well worth reading
25EWJdz664JC,accepted,Perfection
06ZNXop193XV,accepted,A brilliantly researched piece of work
84EMGji991BO,rejected,It was a waste of time
31SPWcm641QJ,accepted,It is well worth reading
46GMEip071FW,rejected,I do not recommend reading it
09BYBis866QP,accepted,Perfection
73ZQKni403AF,accepted,I was blown away by this paper
62CVMat319EK,accepted,It is well worth reading
72EQSnm438YU,accepted,I recommend reading it
67HJOtp253UR,accepted,I was blown away by this paper
81UXWva214FQ,accepted,I was blown away by this paper
23SLCuo184IH,accepted,It is well worth reading
11LYHfq683AN,accepted,I was blown away by this paper
90NYPgi026PF,accepted,I recommend reading it
47LDFbk642UX,accepted,It is well worth reading
27VKZqt879NA,accepted,I recommend reading it
35TBCqm951QJ,rejected,Awful
81TDDnb305LC,accepted,A brilliantly researched piece of work
53HTZgb218MK,accepted,It is well worth reading
81MTLys535VE,accepted,I recommend reading it
15NRGyo703WA,accepted,I recommend reading it
89UPRyq400RQ,rejected,"The topic is dealt with superficially, I was expecting something more"
72WVGov085FE,accepted,A brilliantly researched piece of work
08DCGpp628TO,accepted,It is well worth reading
89BZPdb209LM,rejected,I did not like it
24HYCuf518ZZ,accepted,I recommend reading it
03IWMzw986HN,accepted,A brilliantly researched piece of work
23ZFThy271MS,accepted,Perfection
27BCZdo936VI,accepted,I was blown away by this paper
89MZSgu229GM,accepted,A brilliantly researched piece of work
82QBElg276CS,accepted,It is well worth reading
71DXLti256SD,accepted,A brilliantly researched piece of work
57UOXgv863AM,accepted,I was blown away by this paper
86YDPle980JG,rejected,"The topic is dealt with superficially, I was expecting something more"
77QJIpt151YV,accepted,A brilliantly researched piece of work
09KQDaz459FM,accepted,I recommend reading it
19QREou534KT,accepted,I was blown away by this paper
69UYNff276XC,accepted,I recommend reading it
14EZSbq756IP,accepted,I recommend reading it
00MZYpy073BH,accepted,A brilliantly researched piece of work
68EEFxr050NQ,accepted,A brilliantly researched piece of work
71WMYiv173MW,accepted,It is well worth reading
78BNGus771FP,accepted,It is well worth reading
05BZMnx334NR,accepted,Perfection
94QVYws883RS,accepted,I recommend reading it
65MOWjp973MD,accepted,I was blown away by this paper
53PTFhw721GP,accepted,A brilliantly researched piece of work
19HXGcb479FZ,rejected,Awful
33PEMri543KL,accepted,A brilliantly researched piece of work
26GASaf326UO,rejected,It was a waste of time
61EFDvw893SQ,rejected,It was a waste of time
85FIGbj368SG,accepted,A brilliantly researched piece of work
45HMNpf521ZL,accepted,Perfection
12YAPqg690WU,accepted,It is well worth reading
79RZDkb103KF,accepted,It is well worth reading
29KMGsx280RM,accepted,I was blown away by this paper
75MXQsx802TJ,accepted,I recommend reading it
42ZPIls480PI,accepted,I was blown away by this paper
33LZBfg677DW,accepted,I recommend reading it
94SIJrs601OC,rejected,Awful
07TNImt554HR,accepted,A brilliantly researched piece of work
04FJDdt272EN,rejected,I do not recommend reading it
81MIWky097HZ,accepted,A brilliantly researched piece of work
78LHIft334FS,rejected,I did not like it
73IFNvd556RH,rejected,I do not recommend reading it
00WVGdl887FH,rejected,"The topic is dealt with superficially, I was expecting something more"
92DMMho527UO,accepted,I recommend reading it
41QNJlk633ET,rejected,I do not recommend reading it
28ZBAbx229IP,accepted,I recommend reading it
15LUNpo596ZF,accepted,It is well worth reading
44ICKgr679VV,accepted,A brilliantly researched piece of work
43NVBrd497JU,accepted,I was blown away by this paper
22EOCux163ZY,accepted,I was blown away by this paper
19YYDst665WB,accepted,It is well worth reading
42ULItr415ME,accepted,A brilliantly researched piece of work
38GRKuo746CA,accepted,A brilliantly researched piece of work
72FADgu930AW,accepted,A brilliantly researched piece of work
15QTNyi304ZM,rejected,Awful
22ZOSsl558KS,accepted,A brilliantly researched piece of work
74MMQsj281KI,rejected,I did not like it
33SXEdi639CU,accepted,I was blown away by this paper
61WREkj678JM,accepted,A brilliantly researched piece of work
85VZPpg156FO,accepted,It is well worth reading
59IMWtv190KW,rejected,I do not recommend reading it
43MXDnp789AJ,rejected,"The topic is dealt with superficially, I was expecting something more"
25XBHqw210TE,accepted,A brilliantly researched piece of work
62IXVfu407FO,rejected,I do not recommend reading it
03BXYxg402SG,accepted,I was blown away by this paper
90FRJdj115YT,rejected,Awful
40ZZHrv439VV,accepted,Perfection
32BBHnp068TL,accepted,It is well worth reading
29KIWhw915WK,accepted,It is well worth reading
18ZUPbg069UU,accepted,Perfection
24EZTbz993PV,accepted,I recommend reading it
55OPZbi927KG,rejected,"The topic is dealt with superficially, I was expecting something more"
09EPAmh374GW,accepted,I recommend reading it
12EZSbd059OB,accepted,I was blown away by this paper
10FUMqq960RR,accepted,A brilliantly researched piece of work
74RRCyd692FT,accepted,I was blown away by this paper
34BATho170MM,accepted,It is well worth reading
53GGJsv248PW,accepted,Perfection
84EFImn743YT,accepted,I recommend reading it
32THDhc702VV,rejected,I do not recommend reading it
94AXYyq055UB,rejected,It was a waste of time
39ZJUrr966GR,accepted,Perfection
77NVAsw291PQ,accepted,I was blown away by this paper
60GFAer886EI,rejected,I do not recommend reading it
51GZQli245JM,accepted,Perfection
35TOGqw269KT,accepted,It is well worth reading
11PEWik721GV,accepted,A brilliantly researched piece of work
28NSNzu081VU,accepted,I was blown away by this paper
40QBHvv965MS,accepted,Perfection
02XOMec335NK,accepted,I was blown away by this paper
62LIZnw134SN,accepted,A brilliantly researched piece of work
51TQElj704IV,accepted,It is well worth reading
59FYTuo897KS,rejected,"The topic is dealt with superficially, I was expecting something more"
14PXMia222FI,accepted,It is well worth reading
49SXFns268RD,accepted,It is well worth reading
14RIFrq282UD,accepted,Perfection
99KJGpt064WA,accepted,I recommend reading it
64WRCxr744KT,accepted,Perfection
52VUIhh827TV,rejected,I did not like it
31JDDnd417SJ,rejected,I did not like it
87RRSzn853PI,accepted,A brilliantly researched piece of work
11OERpw764WM,accepted,A brilliantly researched piece of work
54OMWhv811SH,accepted,I was blown away by this paper
39RZEag690YB,accepted,A brilliantly researched piece of work
84GNSrf453UB,rejected,It was a waste of time
10FQHfz093ZD,rejected,Awful
22QAKag399BG,accepted,It is well worth reading
92FWUto300GU,accepted,I recommend reading it
90NXUjb015AG,accepted,A brilliantly researched piece of work
45PWHgi032DG,rejected,"The topic is dealt with superficially, I was expecting something more"
82QEWpt763UY,rejected,"The topic is dealt with superficially, I was expecting something more"
05TVVgf164BQ,accepted,It is well worth reading
56OLWxc877PT,accepted,Perfection
97RQXvq566XE,accepted,Perfection
70VASmh111WV,rejected,It was a waste of time
12YBAqr911UP,accepted,Perfection
96YPWxr833UT,accepted,A brilliantly researched piece of work
18HDDvb117FJ,rejected,I did not like it
60NUCmu279PR,accepted,I recommend reading it
16VZFfr194HK,accepted,Perfection
11UPQsu067VG,rejected,Awful
43DXWyy724FI,rejected,Awful
88WAVea195OC,accepted,Perfection
88TRXrd555YP,accepted,It is well worth reading
91LNXsh232GJ,rejected,Awful
01NENvc256QR,accepted,I was blown away by this paper
81SLIto825VQ,accepted,I recommend reading it
04HAFgg169WE,rejected,I did not like it
10NEHxj638CJ,accepted,Perfection
43NIHow565ZN,accepted,I was blown away by this paper
59OENxb385QY,accepted,I was blown away by this paper
43VCLor967TL,accepted,I recommend reading it
30NHNvd171HZ,accepted,I was blown away by this paper
40VPNye492UU,accepted,A brilliantly researched piece of work
36SCCno097FF,rejected,"The topic is dealt with superficially, I was expecting something more"
65DLKem145EY,rejected,It was a waste of time
85HYOli162IL,accepted,It is well worth reading
68ISIbj069YD,accepted,It is well worth reading
17JWZcs828OE,accepted,It is well worth reading
30XCZqz168EX,accepted,Perfection
08FWIls050XQ,accepted,I was blown away by this paper
51FPRhp328MI,rejected,It was a waste of time
82UJVvm810ND,accepted,Perfection
70WZLfr274MJ,accepted,Perfection
62MHNym691PO,rejected,I do not recommend reading it
82UACxy104LG,rejected,I do not recommend reading it
70YMPdb766YN,accepted,A brilliantly researched piece of work
09PPEay330HX,accepted,Perfection
22GDZmy694MZ,accepted,It is well worth reading
98IDWql322RO,accepted,I recommend reading it
42WKBon125IL,accepted,A brilliantly researched piece of work
96GFAqq038SL,accepted,I was blown away by this paper
35RHGnh614GW,accepted,It is well worth reading
25PLUnp696LX,accepted,Perfection
32QAOto007JZ,rejected,"The topic is dealt with superficially, I was expecting something more"
29QISto469KZ,accepted,A brilliantly researched piece of work
44XUIcx389YM,rejected,I do not recommend reading it
06LBMvx472JY,rejected,"The topic is dealt with superficially, I was expecting something more"
21QXAmw356AW,accepted,I was blown away by this paper
57DXPgs068NS,accepted,Perfection
56XBTdd457LQ,accepted,I was blown away by this paper
31MGUiz848HV,accepted,It is well worth reading
30BUQsa764OO,accepted,Perfection
53ABTwx942ZG,accepted,A brilliantly researched piece of work
15HDCum065IW,accepted,I was blown away by this paper
30XWJge278UL,accepted,It is well worth reading
16UOLjv930LT,accepted,I recommend reading it
34FZObz881DD,accepted,I was blown away by this paper
82KGXnw374JN,rejected,Awful
76NTNco137IR,accepted,It is well worth reading
87TGAav310IV,accepted,I was blown away by this paper
08MFWcf687LC,accepted,I was blown away by this paper
96YXVph305SW,accepted,I recommend reading it
81FAJyx626UI,accepted,It is well worth reading
52QNCdt001GR,accepted,I was blown away by this paper
84CPYsz879QW,accepted,Perfection
22NCPry781OW,accepted,I was blown away by this paper
30CSGzv678OQ,accepted,It is well worth reading
51SAOcy511WI,accepted,I recommend reading it
65GRQap953EU,rejected,I do not recommend reading it
64TBBrh440SA,accepted,I recommend reading it
83OUNdb008WG,accepted,A brilliantly researched piece of work
94BWUou290IK,accepted,I recommend reading it
79DMSjp229ML,accepted,I recommend reading it
35YUVqb951HH,accepted,It is well worth reading
01UDUch546MK,accepted,A brilliantly researched piece of work
69JEJoc112JI,accepted,I recommend reading it
78TRWzu014ZT,accepted,It is well worth reading
89KMOcz915MG,rejected,I do not recommend reading it
47BCFqx220GP,accepted,I was blown away by this paper
58PYVrl129US,accepted,I was blown away by this paper
52NHStz925FR,accepted,I was blown away by this paper
98LXZqs727PI,rejected,"The topic is dealt with superficially, I was expecting something more"
88UYTeq792DB,accepted,Perfection
35IEQog737TD,accepted,I recommend reading it
16EJZxq437CJ,accepted,I was blown away by this paper
83OFWvp682RY,rejected,I did not like it
10RVIql826XN,rejected,"The topic is dealt with superficially, I was expecting something more"
05VJVnu015DL,accepted,It is well worth reading
61BUDaz069XQ,rejected,I do not recommend reading it
74BMDrk130IO,rejected,I do not recommend reading it
31JWUsz589EO,accepted,It is well worth reading
85AMQdl986HW,accepted,I was blown away by this paper
42TICfd633XC,accepted,I was blown away by this paper
00HUIxx933XO,accepted,It is well worth reading
49ISTev525IF,accepted,It is well worth reading
88PGAuk986EP,accepted,It is well worth reading
22XDEwz745PR,rejected,It was a waste of time
45LMVmz276DF,accepted,I recommend reading it
12PETzr402LB,rejected,Awful
99QJPaa884LQ,accepted,It is well worth reading
03EGCnz496EI,accepted,Perfection
97CMQer667DC,accepted,It is well worth reading
29THYxr166XL,rejected,Awful
16ZBWff602AK,accepted,It is well worth reading
26DCDcg604IC,accepted,Perfection
16IVBhv042YM,accepted,Perfection
78QUQav109LV,accepted,I was blown away by this paper
82YNGae832QW,rejected,I do not recommend reading it
42WVGzg941FG,rejected,"The topic is dealt with superficially, I was expecting something more"
74DPNfa505YA,rejected,I did not like it
09YRAyl879WU,accepted,I was blown away by this paper
03RJHuk409JW,accepted,I was blown away by this paper
22PMItb925WV,accepted,I was blown away by this paper
40NKEhf558OH,accepted,I recommend reading it
77EVEnv779WK,accepted,It is well worth reading
76NMQcw723XV,accepted,It is well worth reading
30BYNln717BF,accepted,Perfection
21HEQpk752FK,accepted,I recommend reading it
58ZGTnn870JH,accepted,Perfection
35FOMow111LB,accepted,It is well worth reading
48OGQue856JB,rejected,Awful
13TLRmj645GG,accepted,I recommend reading it
32ESNia202ET,accepted,A brilliantly researched piece of work
63XJZoh568VC,accepted,I was blown away by this paper
00RGWom079RZ,accepted,Perfection
80RQMua999QA,accepted,I recommend reading it
77EYEdc244SA,accepted,A brilliantly researched piece of work
42AUEie657WX,rejected,"The topic is dealt with superficially, I was expecting something more"
36KBMmp317EU,accepted,Perfection
48TEAeo692OJ,accepted,Perfection
47RUZjw574JM,rejected,I do not recommend reading it
95CASrl670DZ,accepted,A brilliantly researched piece of work
07FERph307RM,accepted,I recommend reading it
81NIHin295TR,accepted,It is well worth reading
37SLDpn448QQ,accepted,Perfection
48VWKzn293DS,rejected,"The topic is dealt with superficially, I was expecting something more"
77WCWhw493MN,rejected,Awful
78GCPdg074GX,rejected,It was a waste of time
30THAkx161NL,accepted,I recommend reading it
53PSYky516EM,accepted,I recommend reading it
65SJQqe334QR,accepted,A brilliantly researched piece of work
90KMKwo827SG,accepted,It is well worth reading
54OHRgt309RJ,accepted,A brilliantly researched piece of work
37HLDdt922FW,accepted,It is well worth reading
66QVMgk227LT,accepted,It is well worth reading
08QFHhh025YH,rejected,Awful
68SNPrm302JL,rejected,It was a waste of time
12YQIzj671UC,accepted,I recommend reading it
99WWHkd551XM,accepted,A brilliantly researched piece of work
85HQLbf173GW,accepted,A brilliantly researched piece of work
56MXNuf231GX,accepted,I was blown away by this paper
93RCKhr289LG,accepted,I recommend reading it
86IZOec469SO,accepted,Perfection
10QZAmj033II,rejected,Awful
03AHUiy010UK,accepted,I was blown away by this paper
91TTHlp612IY,accepted,Perfection
60FLYfe042QK,accepted,A brilliantly researched piece of work
13AQYum471RI,accepted,I recommend reading it
45ZJKer808ZF,accepted,It is well worth reading
48UJUlm733CT,rejected,I do not recommend reading it
99MXCmg526QV,accepted,I was blown away by this paper
99MQFik656HP,accepted,Perfection
67JSMoi770RI,rejected,It was a waste of time
73XGOje048FA,accepted,Perfection
90GUZgj895BY,accepted,A brilliantly researched piece of work
49LDXnz258IS,accepted,I was blown away by this paper
53POSjg260CA,accepted,I was blown away by this paper
03RWVie519NP,accepted,A brilliantly researched piece of work
51LMBzg795AN,accepted,It is well worth reading
09IMGcp216ET,accepted,Perfection
67FZQmt416QA,accepted,It is well worth reading
54UVSvj764ZM,accepted,Perfection
54AFQef565JM,accepted,I recommend reading it
51SLKio300VB,accepted,I was blown away by this paper
16FQVaf872MF,accepted,A brilliantly researched piece of work
59QSFaf790SO,accepted,A brilliantly researched piece of work
72CNJee871WV,accepted,I recommend reading it
10WOAyc311MB,accepted,I recommend reading it
93ZYEyy135ML,accepted,I recommend reading it
98ZDOlj467PM,accepted,I was blown away by this paper
17ZZRzu944XO,accepted,I was blown away by this paper
07TPCue439TX,rejected,"The topic is dealt with superficially, I was expecting something more"
39REHys728WB,accepted,It is well worth reading
19GZPsv095EY,accepted,I recommend reading it
20HWGmn806AU,accepted,It is well worth reading
29GMKwj939YO,accepted,A brilliantly researched piece of work
99YPKek934OH,rejected,I did not like it
85FYGhj767PN,accepted,I was blown away by this paper
23AUQjs742JC,rejected,I did not like it
30LQDuj005XX,rejected,I do not recommend reading it
62PMWmn107PB,accepted,It is well worth reading
12LOIol486KS,accepted,I was blown away by this paper
20WFZus013VQ,rejected,Awful
25VAXno500GG,accepted,Perfection
63XAKmu663GF,rejected,It was a waste of time
36APWsr089SH,accepted,I was blown away by this paper
42ZNBjr813BU,accepted,A brilliantly researched piece of work
65FTQoz926KT,accepted,It is well worth reading
56BADcp062EL,accepted,I recommend reading it
01RWAca156BR,rejected,I did not like it
67HPPfu888WE,rejected,It was a waste of time
50JHSqw595GQ,accepted,I recommend reading it
85JDNkz844IA,accepted,A brilliantly researched piece of work
95KACto197FL,rejected,I do not recommend reading it
66OGCzs168UG,rejected,I do not recommend reading it
67MESmf624IP,rejected,Awful
49VNJsl031HL,accepted,A brilliantly researched piece of work
36DXHee726VO,accepted,It is well worth reading
44RWFmo902KR,rejected,I did not like it
10NREoa560TY,rejected,Awful
99LQHki626ML,accepted,I recommend reading it
85SISae137BQ,accepted,I recommend reading it
70ZHAgl823QR,accepted,A brilliantly researched piece of work
65TSUwg919EQ,rejected,It was a waste of time
29FEHvx031LN,accepted,A brilliantly researched piece of work
83QKQor793OI,accepted,I was blown away by this paper
27DUEzb886GU,accepted,I was blown away by this paper
62BEHia688SV,accepted,I was blown away by this paper
94QTEku807CM,accepted,Perfection
79UVJpl327HD,accepted,I recommend reading it
67ZZIcz667EV,accepted,I was blown away by this paper
76BHDwj597RC,accepted,A brilliantly researched piece of work
37EFUcj818MC,rejected,I do not recommend reading it
99YIXzo545JW,accepted,A brilliantly researched piece of work
38GYEsb746GO,accepted,I was blown away by this paper
54BWXeu947BS,rejected,"The topic is dealt with superficially, I was expecting something more"
08MRHxc025JW,accepted,Perfection
41DXGpi949VM,accepted,Perfection
41YYEss294EY,accepted,Perfection
72OTIxd782RH,accepted,A brilliantly researched piece of work
64VBXkw258CU,accepted,I was blown away by this paper
39USMfm173OR,accepted,Perfection
31AJQhi137BK,accepted,I recommend reading it
00IFEro615SZ,rejected,I did not like it
16TTPei614WD,accepted,I recommend reading it
02THWee919EJ,accepted,It is well worth reading
03ATXkk117NA,accepted,It is well worth reading
49LHLus074PB,accepted,It is well worth reading
48PBGzm397ZY,accepted,I recommend reading it
71LVCzx481TY,rejected,It was a waste of time
02JTMqs632VJ,rejected,It was a waste of time
20GVOho502JS,accepted,It is well worth reading
90RRAsy082HV,accepted,I was blown away by this paper
15BCNpy165QD,rejected,I did not like it
37ZGXwg702BY,accepted,A brilliantly researched piece of work
63OUYaq999UU,accepted,I was blown away by this paper
38EVBax093QM,accepted,It is well worth reading
38YKNgh474UT,accepted,I was blown away by this paper
52VOUpw346ML,accepted,Perfection
45KZVuy211HJ,accepted,It is well worth reading
75FECwm209DK,accepted,A brilliantly researched piece of work
50BOIjn984DZ,accepted,Perfection
52XPZxh665HM,accepted,I was blown away by this paper
09BYIfq794PC,accepted,I was blown away by this paper
87IIHcz418XC,accepted,I recommend reading it
28VDJrj649NL,accepted,I recommend reading it
08CGAnu504RG,rejected,Awful
86YGZon179YZ,rejected,It was a waste of time
21MCBpy336BG,accepted,I was blown away by this paper
13XGHmf624DG,accepted,It is well worth reading
17MIVcl405HF,accepted,I was blown away by this paper
16HTXit287JH,accepted,It is well worth reading
70VEQig426PY,rejected,I did not like it
21ZOTlo064BY,accepted,I recommend reading it
35QWPuk647NF,accepted,Perfection
54GOInm657QH,rejected,It was a waste of time
63VKKnr851NR,rejected,Awful
79FQPna772WQ,accepted,It is well worth reading
00WHOjj297ZZ,accepted,Perfection
18VGFcj151PR,accepted,I recommend reading it
34XQZov828PK,accepted,Perfection
49ZDNgm301QL,accepted,Perfection
24SSIur678ZB,accepted,It is well worth reading
48RVUzg516HY,accepted,I recommend reading it
18MWMcs381PA,accepted,I recommend reading it
02QFPpv964QY,accepted,I recommend reading it
56HTBrp702QH,accepted,A brilliantly researched piece of work
09HQJqe070OW,accepted,Perfection
01BTFvj178GY,accepted,Perfection
03CXItm910AW,accepted,I recommend reading it
92JQBjc861VF,rejected,I did not like it
82VFFmh895UM,accepted,I recommend reading it
34HKNht502YQ,accepted,I recommend reading it
58CPVad575OB,accepted,A brilliantly researched piece of work
40WEBfy570PL,accepted,Perfection
95ZHPqp453JI,rejected,I did not like it
21MQAfs076QK,accepted,A brilliantly researched piece of work
63FUAyv213XS,rejected,I did not like it
96WOFdg358KN,accepted,I was blown away by this paper
39QTSld812OO,accepted,I recommend reading it
94SQGoy382WY,rejected,I do not recommend reading it
61SIVjk501ID,accepted,I recommend reading it
05HSSwl240KB,accepted,I recommend reading it
28VBZsr038KX,accepted,Perfection
32OOXik651FK,accepted,It is well worth reading
61DCFxy212BM,accepted,Perfection
57IRIjj347KL,accepted,I recommend reading it
59ILRui936PL,accepted,A brilliantly researched piece of work
50TQKrc096BQ,rejected,Awful
91XIErd371VO,accepted,I recommend reading it
58BTUkh702YL,rejected,Awful
14VAHkv416SH,accepted,Perfection
67AXDms865RV,accepted,Perfection
85OJRlc856VS,accepted,It is well worth reading
42ZPMpy596AE,accepted,Perfection
97DRCqy154EN,accepted,I recommend reading it
55JWKum682GU,accepted,Perfection
60SWOlx506AF,rejected,"The topic is dealt with superficially, I was expecting something more"
29PRYkn403GX,accepted,I recommend reading it
36RDWak336KM,rejected,I do not recommend reading it
02HMOlc830UA,accepted,I was blown away by this paper
77BOQcv530BY,accepted,A brilliantly researched piece of work
43ILRei959WG,rejected,Awful
45ZQLap947RF,rejected,"The topic is dealt with superficially, I was expecting something more"
16APMps556PM,rejected,Awful
01RVNgy989ZP,accepted,I recommend reading it
75WHGvp748AE,rejected,I do not recommend reading it
45VUAwd040OT,accepted,It is well worth reading
98LKMtr626AK,accepted,It is well worth reading
03COHje030SM,rejected,"The topic is dealt with superficially, I was expecting something more"
87IEDvq388XQ,accepted,Perfection
25CVTgu596DS,accepted,Perfection
43UJJbo701DX,accepted,I recommend reading it
21XDYbc878WB,accepted,Perfection
81JDGcp327XU,accepted,I recommend reading it
52MFTlu989MT,accepted,I recommend reading it
26OAAqq691GX,accepted,A brilliantly researched piece of work
71WXFht452EH,accepted,A brilliantly researched piece of work
55UCTwz062XB,accepted,Perfection
01XBKtx272CF,accepted,Perfection
92XOAkw329XO,accepted,I recommend reading it
90INXgj856SF,accepted,It is well worth reading
27FUAps467NF,accepted,It is well worth reading
52ONMqw048ET,accepted,It is well worth reading
07YXPlp034SD,rejected,It was a waste of time
18TRErv117RI,accepted,I recommend reading it
41LXCob258ON,accepted,Perfection
93MEAbj350EK,accepted,I was blown away by this paper
88GYUbr081WZ,rejected,Awful
29BDGgy239QM,rejected,It was a waste of time
86KEGrq041KG,accepted,It is well worth reading
76UYAqj163UG,accepted,I was blown away by this paper
73YCNls395ZG,accepted,I recommend reading it
11NVGbn817KO,accepted,Perfection
69SZSce124XQ,accepted,It is well worth reading
72ERPva615BA,accepted,Perfection
58OTDdy462ZG,accepted,A brilliantly researched piece of work
57OMHkk558QA,accepted,Perfection
15BLLuj886CI,accepted,I recommend reading it
35EABok441PT,accepted,Perfection
04JPQgw018RJ,accepted,I was blown away by this paper
14OUObv248MG,accepted,I recommend reading it
25VEMjr173QS,accepted,I was blown away by this paper
53VWVfc987IB,rejected,"The topic is dealt with superficially, I was expecting something more"
09NHOjx963NI,accepted,I was blown away by this paper
11IEMmi695TW,rejected,Awful
40JHDuj548DG,accepted,A brilliantly researched piece of work
04HMFra713HH,rejected,I do not recommend reading it
44QNDsl335WC,accepted,I recommend reading it
83JPStl092QN,accepted,A brilliantly researched piece of work
51WWVdj213UY,accepted,It is well worth reading
23BPKfq345MI,accepted,I was blown away by this paper
81DDCmd597HO,accepted,A brilliantly researched piece of work
67DBIwa697FK,accepted,It is well worth reading
19BPYpg162QX,accepted,Perfection
33BGYat403TQ,accepted,It is well worth reading
59UEBxo204CP,rejected,I do not recommend reading it
28UBTpl264QI,accepted,Perfection
24YHWvo658RK,accepted,Perfection
14LCYyt804CH,accepted,I was blown away by this paper
64NZCym354UN,accepted,Perfection
12GBCmw290UV,accepted,I was blown away by this paper
34CJOdg768FT,rejected,Awful
83COVja643GP,accepted,A brilliantly researched piece of work
81QZJqf403MZ,accepted,It is well worth reading
43GEPsf031PW,rejected,It was a waste of time
66UQOmx946QM,accepted,A brilliantly researched piece of work
01AGMqi174LE,accepted,It is well worth reading
51MQZvp614SR,accepted,I recommend reading it
35KJUbw439ZW,rejected,Awful
69HGBbe937KG,accepted,Perfection
64GVJxk937NT,accepted,I was blown away by this paper
59UZZuv786FN,accepted,I was blown away by this paper
27GNDbg256VE,rejected,It was a waste of time
57XOXuo463PQ,accepted,I was blown away by this paper
24OJLoo373OI,accepted,I recommend reading it
03NIZfa228RN,accepted,A brilliantly researched piece of work
91GWCgl303KG,accepted,I recommend reading it
97QMAap191WY,accepted,I recommend reading it
72YRShs571EJ,rejected,It was a waste of time
56PGDyv866TC,accepted,It is well worth reading
04ZPKuf140IP,accepted,A brilliantly researched piece of work
82XPQdo167FA,accepted,Perfection
85SVVle664ZA,accepted,It is well worth reading
70PQJwr769LU,rejected,Awful
99AFQww273DT,accepted,It is well worth reading
49DOGcf605GV,accepted,I recommend reading it
55VVEkj093WV,rejected,I did not like it
74VPIds564XI,accepted,I was blown away by this paper
26ZHYia804RO,rejected,It was a waste of time
45TZVdz640UR,accepted,Perfection
81EEKed248KC,accepted,I was blown away by this paper
08SHAie180SW,accepted,I was blown away by this paper
57ENAhf443QH,accepted,It is well worth reading
69VZPpr733HH,accepted,Perfection
04KHXwe605XY,accepted,Perfection
41NATki033LB,accepted,A brilliantly researched piece of work
97CJTut168HF,accepted,Perfection
44VMWyn848IF,accepted,A brilliantly researched piece of work
53LAVsj963UZ,accepted,It is well worth reading
99KGXrh707TF,accepted,I was blown away by this paper
18KUGmx156CM,rejected,I do not recommend reading it
00ZZZss159YP,accepted,It is well worth reading
92AKSvp823JC,rejected,I do not recommend reading it
88BWXmw708XH,accepted,Perfection
54FDPcw088PD,rejected,I do not recommend reading it
56UTMcb424BC,accepted,Perfection
44PRMdd046CT,rejected,I did not like it
29LQDpz906AS,accepted,I recommend reading it
66PMWma641XO,rejected,I did not like it
49CPBud263ZQ,rejected,It was a waste of time
39ACFcs828DS,rejected,Awful
16PRAxu101XL,accepted,A brilliantly researched piece of work
58AUJzu499YH,accepted,I was blown away by this paper
93EUFpg644OG,rejected,Awful
88RRWgy760UN,accepted,Perfection
00UMTvb255LR,accepted,Perfection
98RVYst580QM,accepted,I recommend reading it
17OKDbb259FM,accepted,It is well worth reading
18BNGit323HV,rejected,It was a waste of time
38HMNzq650IK,accepted,I was blown away by this paper
